"BusinessID","BusinessName","Industry","Location","FounderAge","YearsInOperation","MonthlyRevenue","TotalFunding","EmployeeCount","CustomerCount","SuccessScore","GrowthRate","RegistrationDate"
"289","Biz_0713","Healthcare","Maseru","32","6","129486","88203","1","276","61","1.15","2022-03-11"
"290","Biz_9917","Healthcare","Maseru","31","2","40290","59478","3","390","35","1.38","2024-09-29"
"291","Biz_4363","Retail","Berea","24","4","23812","69658","2","340","93","1.03","2022-03-01"
"292","Biz_1132","Education","Maseru","33","5","124985","26971","19","412","17","1.5","2025-07-12"
"293","Biz_6995","Agriculture","Maseru","19","5","80701","62999","9","443","88","1.76","2021-12-07"
"294","Biz_5839","Education","Maseru","33","3","139715","119882","15","381","3","0.55","2022-06-16"
"295","Biz_3876","Education","Mafeteng","21","0","123892","41870","17","235","66","1.18","2022-04-18"
"296","Biz_8494","Technology","Leribe","26","1","65334","107274","2","182","39","0.55","2021-10-21"
"297","Biz_4096","Technology","Maseru","18","3","77086","73817","12","385","4","1.63","2025-02-21"
"298","Biz_7131","Healthcare","Mafeteng","24","0","196193","47852","14","272","60","0.35","2021-08-10"
"299","Biz_5754","Retail","Leribe","29","0","118373","132288","5","268","52","0.48","2024-08-03"
"300","Biz_1739","Healthcare","Mafeteng","31","2","128331","3433","14","104","85","0.58","2024-06-26"
"301","Biz_1234","Technology","Berea","25","7","142745","5947","1","344","9","1.86","2023-04-01"
"302","Biz_5886","Agriculture","Leribe","22","5","121246","27303","6","359","70","1.56","2021-12-31"
"303","Biz_8150","Healthcare","Berea","26","3","168171","134152","8","358","85","0.62","2024-08-16"
"304","Biz_7517","Healthcare","Maseru","32","0","30975","18622","9","491","45","1.49","2023-12-24"
"305","Biz_2317","Healthcare","Maseru","30","5","125373","27699","13","459","42","1.83","2024-08-04"
"306","Biz_3527","Agriculture","Maseru","26","4","164391","16845","8","116","97","1.27","2020-12-07"
"307","Biz_7663","Education","Berea","20","6","199544","29632","3","91","20","0.49","2021-10-03"
"308","Biz_0775","Agriculture","Mafeteng","34","7","184432","104992","15","499","78","1.33","2021-10-04"
"309","Biz_4523","Education","Berea","34","6","179859","50844","1","339","62","1.99","2023-07-09"
"310","Biz_2750","Retail","Berea","21","2","51565","17653","14","21","40","1.23","2023-02-04"
"311","Biz_8752","Healthcare","Berea","24","2","157359","93449","14","252","69","0.79","2022-04-19"
"312","Biz_3406","Agriculture","Berea","26","4","102348","40659","9","106","22","0.87","2022-07-13"
"313","Biz_6157","Healthcare","Mafeteng","31","4","145862","113840","2","295","67","0.53","2021-01-08"
"314","Biz_7499","Education","Leribe","29","7","151172","23337","6","459","85","1.47","2025-08-03"
"315","Biz_7915","Healthcare","Berea","30","4","68360","17710","2","238","10","1.98","2023-07-21"
"316","Biz_4143","Retail","Maseru","23","2","93664","68429","3","332","41","0.47","2023-06-14"
"317","Biz_3942","Agriculture","Maseru","25","1","12711","143074","12","367","90","1.82","2024-01-12"
"318","Biz_1864","Retail","Leribe","31","5","82295","131041","17","456","79","1.9","2023-10-08"
"319","Biz_8800","Education","Berea","18","6","44203","57078","11","64","99","1.9","2021-01-01"
"320","Biz_2277","Retail","Mafeteng","29","5","27631","107479","4","494","19","1.83","2025-05-21"
"321","Biz_8467","Technology","Leribe","30","0","73909","75990","9","247","8","1.51","2024-11-26"
"322","Biz_1731","Retail","Mafeteng","19","7","199609","140604","9","210","14","0.12","2021-09-21"
"323","Biz_9652","Agriculture","Leribe","18","0","105542","137142","5","242","77","1.44","2023-01-14"
"324","Biz_7685","Technology","Leribe","21","1","105098","26267","2","491","84","1.24","2023-05-08"
"325","Biz_0411","Education","Maseru","26","4","44287","135934","7","350","90","1.11","2025-01-15"
"326","Biz_6456","Retail","Maseru","18","0","184970","31302","9","456","35","1.25","2022-02-03"
"327","Biz_2497","Retail","Berea","21","1","5754","53813","6","103","92","0.58","2022-10-11"
"328","Biz_5018","Education","Berea","22","1","104258","64160","4","367","8","0.54","2022-09-16"
"329","Biz_1049","Agriculture","Berea","21","7","13135","50574","10","144","56","1.9","2024-08-20"
"330","Biz_4442","Retail","Leribe","26","1","169969","72839","15","459","39","0.71","2024-04-06"
"331","Biz_4237","Retail","Leribe","21","2","68644","14008","9","93","27","1.58","2023-03-12"
"332","Biz_7042","Agriculture","Berea","18","7","59558","55998","15","287","76","1.13","2024-10-10"
"333","Biz_7241","Education","Mafeteng","25","5","171962","109681","12","55","76","1.94","2022-01-21"
"334","Biz_0429","Healthcare","Berea","18","3","190426","51374","9","58","89","0.16","2025-06-06"
"335","Biz_4290","Agriculture","Leribe","30","0","16486","116787","14","339","14","1.81","2021-06-14"
"336","Biz_7176","Agriculture","Maseru","29","6","105116","146595","3","428","70","1.7","2021-09-21"
"337","Biz_5924","Healthcare","Mafeteng","30","7","172701","122650","3","316","48","0.91","2022-03-03"
"338","Biz_1374","Education","Berea","28","0","14481","98124","17","297","34","0.98","2022-02-19"
"339","Biz_3941","Education","Maseru","25","0","54000","139235","12","140","54","0.82","2023-12-27"
"340","Biz_4089","Education","Leribe","28","0","76223","35629","1","188","35","0.96","2024-07-05"
"341","Biz_0563","Agriculture","Berea","24","2","22562","54633","10","382","50","0.92","2024-08-20"
"342","Biz_1245","Technology","Berea","20","5","182126","80355","18","186","50","0.08","2025-01-14"
"343","Biz_4191","Retail","Mafeteng","19","0","131676","22237","17","150","11","1.87","2022-02-04"
"344","Biz_1198","Education","Mafeteng","33","0","74984","4473","14","345","71","0.61","2022-11-05"
"345","Biz_6310","Technology","Berea","28","0","196038","132977","19","369","90","0.22","2021-10-04"
"346","Biz_9498","Education","Mafeteng","34","4","7158","109266","10","170","92","1.47","2022-04-28"
"347","Biz_1469","Technology","Maseru","19","3","118438","10868","18","336","65","1.45","2025-01-12"
"348","Biz_7875","Technology","Leribe","22","6","65962","118530","17","347","94","0.13","2021-07-28"
"349","Biz_9408","Education","Leribe","23","5","9513","85421","8","243","26","1.7","2023-05-21"
"350","Biz_5364","Education","Leribe","28","6","190786","104977","2","247","24","1.07","2024-01-13"
"351","Biz_3251","Retail","Maseru","27","4","178107","149962","4","403","20","1.45","2023-05-23"
"352","Biz_7170","Education","Maseru","27","7","82981","17865","6","28","47","0.86","2025-01-04"
"353","Biz_7344","Education","Maseru","19","2","44429","64362","19","298","41","0.46","2024-11-20"
"354","Biz_9853","Agriculture","Leribe","27","6","11948","38350","12","55","48","0.2","2022-01-14"
"355","Biz_3534","Agriculture","Maseru","19","0","128837","11442","16","421","12","0.55","2021-12-24"
"356","Biz_5660","Healthcare","Maseru","24","6","88013","46294","14","277","37","0.49","2024-08-13"
"357","Biz_0051","Retail","Berea","30","2","22951","109528","12","343","66","0.96","2021-05-05"
"358","Biz_3460","Education","Maseru","30","3","21820","44569","9","457","2","1.81","2023-01-02"
"359","Biz_6653","Healthcare","Mafeteng","30","7","54094","84769","3","85","83","0.98","2024-08-30"
"360","Biz_1851","Technology","Mafeteng","21","0","146428","68961","14","316","9","0.52","2024-10-14"
"361","Biz_4144","Retail","Leribe","21","7","61946","23056","1","85","63","0.49","2020-12-15"
"362","Biz_4418","Healthcare","Berea","19","4","25933","110129","16","334","22","1.11","2024-08-14"
"363","Biz_1537","Education","Maseru","26","3","175798","10422","4","138","97","1.66","2023-08-14"
"364","Biz_9425","Retail","Leribe","18","2","12830","80324","6","117","52","1.69","2022-08-07"
"365","Biz_5406","Agriculture","Leribe","22","6","70420","54947","17","388","65","0.37","2022-10-01"
"366","Biz_2727","Agriculture","Berea","23","2","33963","33161","11","240","18","0.51","2021-09-23"
"367","Biz_2244","Healthcare","Maseru","18","0","123076","61999","12","416","82","0.91","2024-12-03"
"368","Biz_5829","Agriculture","Berea","26","3","199123","12022","13","396","12","1.13","2021-01-20"
"369","Biz_6236","Agriculture","Maseru","34","4","165763","17133","15","206","33","0.64","2023-09-13"
"370","Biz_2962","Retail","Leribe","23","7","52468","91394","17","124","8","0.76","2022-09-05"
"371","Biz_4648","Education","Mafeteng","20","7","125277","134653","5","426","54","0.1","2022-02-05"
"372","Biz_2542","Technology","Maseru","33","3","45552","138480","11","322","97","0.99","2022-02-16"
"373","Biz_3458","Agriculture","Berea","24","2","92167","77255","2","98","6","1.54","2021-10-16"
"374","Biz_6605","Education","Maseru","26","7","192728","30186","12","392","70","0.84","2025-10-24"
"375","Biz_6827","Education","Leribe","29","2","92399","69311","3","450","2","1.64","2025-11-02"
"376","Biz_6260","Technology","Berea","31","2","82014","123739","19","282","1","1.76","2022-02-14"
"377","Biz_8578","Technology","Mafeteng","31","2","50269","140251","3","72","12","1.29","2022-09-16"
"378","Biz_4335","Agriculture","Leribe","25","1","57120","50454","19","198","94","0.13","2024-10-29"
"379","Biz_7794","Technology","Maseru","18","0","38105","91265","13","214","23","1.87","2022-04-08"
"380","Biz_3294","Education","Mafeteng","29","2","79408","10756","7","180","71","1.16","2025-04-28"
"381","Biz_9792","Agriculture","Berea","23","4","147425","147816","5","84","89","1.74","2022-06-04"
"382","Biz_3396","Education","Maseru","26","1","97665","142252","19","273","79","0.53","2024-11-17"
"383","Biz_4870","Healthcare","Leribe","33","0","40399","85243","1","270","69","1.86","2022-08-27"
"384","Biz_6080","Retail","Berea","31","6","197958","32048","2","319","30","1.63","2021-10-28"
"385","Biz_6942","Retail","Berea","32","2","82029","70958","10","171","59","0.21","2025-07-09"
"386","Biz_4307","Education","Mafeteng","20","0","191255","69359","18","83","61","0.97","2020-11-30"
"387","Biz_7161","Healthcare","Mafeteng","22","6","93427","19774","17","405","19","0.19","2022-08-16"
"388","Biz_2897","Education","Leribe","29","6","144788","87075","2","417","58","1.55","2024-08-29"
"389","Biz_0900","Healthcare","Mafeteng","24","2","19722","149491","13","127","38","0.57","2021-05-29"
"390","Biz_0926","Education","Maseru","18","0","57216","34800","10","440","57","1.12","2021-04-03"
"391","Biz_7962","Technology","Maseru","25","0","45719","58740","19","241","54","1.62","2022-09-25"
"392","Biz_9766","Technology","Leribe","32","7","65590","122909","9","28","2","1.1","2022-11-03"
"393","Biz_2430","Healthcare","Berea","33","4","101003","58507","10","126","18","1.84","2022-08-16"
"394","Biz_2959","Agriculture","Mafeteng","27","0","111587","81829","3","405","73","0.41","2025-06-26"
"395","Biz_7732","Education","Berea","21","7","46512","93497","19","129","92","1.69","2023-08-01"
"396","Biz_5217","Agriculture","Leribe","32","4","103844","38102","6","488","64","1.31","2025-06-01"
"397","Biz_3465","Education","Maseru","21","6","28772","89324","8","212","33","1.5","2023-01-05"
"398","Biz_8435","Education","Leribe","28","1","124279","10192","5","122","52","0.51","2024-04-30"
"399","Biz_7665","Agriculture","Maseru","26","3","51265","92684","15","141","12","1.29","2025-10-09"
"400","Biz_2765","Technology","Maseru","27","3","179823","44101","14","170","95","1.09","2022-04-04"
"401","Biz_5029","Retail","Maseru","24","0","170196","19126","3","20","77","0.51","2021-06-28"
"402","Biz_8781","Healthcare","Berea","23","2","17275","148579","16","464","64","0.3","2022-12-30"
"403","Biz_0737","Retail","Berea","18","6","71334","60093","12","366","27","0.93","2021-07-05"
"404","Biz_7482","Technology","Berea","28","5","34567","66508","5","391","22","1.77","2022-08-21"
"405","Biz_5730","Technology","Maseru","20","2","71150","110301","15","317","21","1.14","2023-10-28"
"406","Biz_3953","Technology","Maseru","20","5","57955","28517","8","127","53","0.48","2021-10-26"
"407","Biz_5656","Healthcare","Maseru","33","4","6466","118534","18","223","25","1.15","2020-12-15"
"408","Biz_3147","Education","Maseru","31","3","101477","129447","6","284","89","1.48","2025-10-10"
"409","Biz_9360","Retail","Mafeteng","24","0","69503","74485","11","412","79","1.08","2021-10-04"
"410","Biz_8694","Technology","Berea","19","3","164478","54704","14","383","22","1.16","2022-05-19"
"411","Biz_3655","Technology","Leribe","26","3","177491","18183","13","461","8","0.13","2021-03-10"
"412","Biz_5141","Technology","Maseru","21","1","85139","27961","11","481","33","0.3","2021-10-15"
"413","Biz_3481","Healthcare","Leribe","31","1","54723","12571","8","243","49","0.79","2022-11-20"
"414","Biz_7044","Healthcare","Maseru","34","6","115551","147873","14","32","54","1.49","2023-11-30"
"415","Biz_4636","Agriculture","Maseru","21","1","120826","74004","7","375","69","1.75","2024-05-18"
"416","Biz_7232","Retail","Mafeteng","25","6","132860","79137","3","315","28","0.46","2025-01-10"
"417","Biz_8383","Retail","Berea","33","7","94076","42234","19","140","60","0.92","2025-07-22"
"418","Biz_6982","Agriculture","Leribe","22","6","129369","90876","16","57","10","1.71","2022-05-07"
"419","Biz_7831","Healthcare","Maseru","28","2","128967","112012","6","295","58","1.86","2020-12-05"
"420","Biz_2354","Education","Mafeteng","20","2","156653","140550","9","359","5","1.37","2022-09-23"
"421","Biz_5692","Technology","Mafeteng","31","5","11801","29238","19","274","29","0.52","2021-01-27"
"422","Biz_0674","Technology","Mafeteng","22","7","22189","97712","19","268","63","0.42","2022-10-20"
"423","Biz_2731","Healthcare","Leribe","27","0","174747","10815","4","28","60","1.66","2025-09-06"
"424","Biz_7885","Agriculture","Maseru","27","0","58348","107577","4","390","45","0.32","2024-06-07"
"425","Biz_4926","Technology","Leribe","27","2","79161","32468","19","48","56","0.95","2021-12-24"
"426","Biz_2924","Healthcare","Mafeteng","25","0","126933","57964","11","237","48","0.89","2020-11-18"
"427","Biz_3540","Agriculture","Berea","32","7","127320","120989","13","178","46","0.9","2025-05-13"
"428","Biz_1453","Healthcare","Maseru","19","3","51441","10954","5","231","99","1.63","2025-06-23"
"429","Biz_2372","Healthcare","Mafeteng","31","2","27707","10197","18","402","85","0.2","2024-10-06"
"430","Biz_8555","Retail","Leribe","18","5","29395","101896","16","478","4","0.84","2021-10-10"
"431","Biz_1492","Education","Maseru","25","2","176172","135791","14","345","22","1.82","2023-02-22"
"432","Biz_9345","Agriculture","Leribe","24","2","188476","90035","6","376","42","0.9","2022-05-02"
"433","Biz_5070","Retail","Maseru","22","6","129747","71813","7","212","56","0.36","2023-07-01"
"434","Biz_9497","Technology","Mafeteng","19","7","93313","79961","8","30","79","1.62","2024-02-26"
"435","Biz_2748","Agriculture","Maseru","20","3","85932","88583","18","322","65","0.17","2021-09-09"
"436","Biz_4784","Technology","Maseru","18","3","36640","63663","1","430","88","1.96","2025-02-26"
"437","Biz_6864","Education","Mafeteng","19","6","177626","67455","13","213","97","1.46","2023-06-10"
"438","Biz_0111","Healthcare","Maseru","30","4","128033","85297","9","365","52","0.2","2023-01-01"
"439","Biz_0585","Agriculture","Maseru","31","0","184026","25212","1","213","86","1.32","2022-01-17"
"440","Biz_9407","Healthcare","Mafeteng","30","3","89676","24503","13","78","74","0.17","2024-01-30"
"441","Biz_0433","Agriculture","Maseru","19","0","128651","45165","13","352","84","1.29","2024-07-20"
"442","Biz_4975","Technology","Berea","24","5","152472","38509","11","469","67","1.45","2022-07-21"
"443","Biz_1651","Technology","Mafeteng","29","1","79426","9759","15","380","62","1.49","2022-02-14"
"444","Biz_9427","Agriculture","Maseru","33","1","66308","43199","18","335","63","0.72","2025-02-01"
"445","Biz_5833","Healthcare","Leribe","33","7","169355","147812","15","67","77","0.78","2025-01-12"
"446","Biz_7186","Healthcare","Berea","31","0","27710","128887","9","342","56","0.56","2024-07-30"
"447","Biz_6684","Healthcare","Berea","23","5","95782","141655","11","208","98","1.31","2025-11-04"
"448","Biz_1043","Technology","Mafeteng","22","1","65383","96075","19","50","8","0.97","2023-09-27"
"449","Biz_9543","Technology","Leribe","29","2","180113","102128","14","410","8","0.34","2023-12-17"
"450","Biz_6067","Healthcare","Mafeteng","33","6","119971","144033","15","307","70","0.7","2024-08-26"
"451","Biz_9157","Technology","Maseru","34","4","191024","94562","11","213","67","1.5","2023-12-22"
"452","Biz_0925","Healthcare","Mafeteng","18","2","151578","59078","19","78","50","1.74","2024-06-20"
"453","Biz_2505","Technology","Berea","25","3","72820","50687","4","158","52","0.53","2022-07-08"
"454","Biz_4255","Healthcare","Mafeteng","20","0","99526","1187","5","326","70","1.55","2021-04-10"
"455","Biz_4854","Technology","Mafeteng","21","1","130946","10346","10","465","80","1.9","2024-06-12"
"456","Biz_5124","Healthcare","Mafeteng","29","3","107870","78194","11","143","99","1.27","2023-04-12"
"457","Biz_9230","Agriculture","Leribe","21","1","175657","43601","5","163","54","0.23","2022-06-17"
"458","Biz_9816","Education","Maseru","34","5","158352","3779","19","320","58","0.78","2023-01-18"
"459","Biz_4287","Agriculture","Berea","18","0","164015","4268","5","15","96","1.64","2024-07-13"
"460","Biz_1662","Agriculture","Leribe","22","6","172490","116681","11","167","42","0.14","2023-10-16"
"461","Biz_8045","Education","Maseru","19","5","150926","47034","4","341","45","1.96","2025-07-21"
"462","Biz_5607","Technology","Mafeteng","26","3","165979","142404","15","243","18","1.41","2025-11-05"
"463","Biz_7822","Education","Mafeteng","23","3","51775","113276","2","83","17","1.79","2025-08-02"
"464","Biz_4576","Healthcare","Mafeteng","19","1","143846","31575","2","233","13","0.35","2024-05-11"
"465","Biz_5259","Retail","Maseru","32","3","42630","3059","14","435","34","0.49","2023-11-24"
"466","Biz_6384","Education","Mafeteng","32","7","188602","47249","8","226","95","1.48","2021-01-01"
"467","Biz_9786","Technology","Berea","18","1","124160","95269","13","122","41","0.72","2023-12-07"
"468","Biz_0850","Technology","Maseru","30","6","50714","8681","15","455","59","0.62","2024-04-11"
"469","Biz_8874","Technology","Leribe","20","4","22698","31636","17","59","45","1.66","2025-08-09"
"470","Biz_2308","Technology","Leribe","23","7","123699","50471","6","214","26","1.81","2023-08-04"
"471","Biz_3078","Technology","Maseru","22","1","8361","109080","9","374","77","1.31","2025-07-24"
"472","Biz_6640","Agriculture","Mafeteng","26","4","175355","97566","6","448","40","0.38","2022-03-19"
"473","Biz_3151","Healthcare","Maseru","34","1","63668","36206","16","179","8","0.17","2023-11-14"
"474","Biz_9364","Technology","Mafeteng","31","7","35274","113026","11","440","61","1.22","2023-01-17"
"475","Biz_4025","Technology","Berea","28","1","186150","98708","16","174","17","0.38","2024-06-11"
"476","Biz_7123","Retail","Leribe","26","3","8466","148311","9","377","29","0.49","2021-02-27"
"477","Biz_5883","Education","Leribe","18","4","92547","62711","15","396","79","0.39","2025-08-14"
"478","Biz_9846","Retail","Maseru","22","3","85001","110427","6","272","46","0.52","2024-04-03"
"479","Biz_9279","Technology","Berea","32","3","177480","32745","18","261","9","0.44","2023-11-11"
"480","Biz_5007","Retail","Mafeteng","18","6","107572","60624","1","391","13","0.78","2024-05-21"
"481","Biz_4149","Education","Berea","21","2","190111","41893","9","326","41","0.41","2021-12-29"
"482","Biz_8400","Education","Berea","30","0","66150","49596","1","192","81","1.8","2025-10-06"
"483","Biz_8980","Education","Maseru","34","7","78960","1274","6","72","86","1.54","2022-11-14"
"484","Biz_9966","Technology","Leribe","31","2","162964","32513","8","13","16","1.82","2022-09-17"
"485","Biz_2866","Retail","Mafeteng","23","6","199222","131636","18","264","59","1.87","2023-03-13"
"486","Biz_7330","Retail","Leribe","30","0","57684","65695","1","376","64","0.84","2022-01-13"
"487","Biz_3283","Agriculture","Leribe","34","1","42642","5923","17","373","32","1.63","2022-03-27"
"488","Biz_5681","Technology","Maseru","25","5","108905","15983","6","384","24","1.16","2022-05-10"
"489","Biz_5944","Technology","Berea","19","4","87331","101609","16","225","50","0.43","2021-01-10"
"490","Biz_0936","Technology","Maseru","22","6","126103","49380","3","109","70","0.23","2023-11-29"
"491","Biz_0080","Agriculture","Leribe","23","6","171881","42873","9","151","71","0.21","2025-11-05"
"492","Biz_2423","Technology","Mafeteng","32","0","196792","125059","6","262","4","1.75","2023-05-18"
"493","Biz_9810","Healthcare","Mafeteng","23","6","66880","62926","6","46","46","0.58","2022-05-25"
"494","Biz_6879","Technology","Berea","18","0","43600","99932","2","28","6","0.13","2025-04-30"
"495","Biz_9644","Healthcare","Mafeteng","34","5","123493","49152","1","9","15","1.86","2022-06-06"
"496","Biz_0628","Technology","Berea","18","3","178602","46764","4","404","49","0.55","2023-10-17"
"497","Biz_7934","Retail","Berea","34","6","170501","86684","9","440","52","0.29","2022-03-31"
"498","Biz_8768","Technology","Maseru","26","1","119102","58748","3","190","11","1.56","2025-08-21"
"499","Biz_8969","Education","Mafeteng","34","7","147280","91586","2","439","68","1.86","2024-09-21"
"500","Biz_3179","Education","Mafeteng","19","0","65761","117325","5","171","70","1.09","2024-02-11"
"501","Biz_7882","Technology","Mafeteng","23","3","117006","120461","4","94","57","1.74","2025-04-23"
"502","Biz_3015","Agriculture","Maseru","28","7","198092","19169","9","440","15","0.43","2023-04-12"
"503","Biz_6490","Technology","Berea","26","2","48909","111173","10","318","15","1.66","2023-09-08"
"504","Biz_2715","Healthcare","Mafeteng","31","5","15101","82925","18","187","98","0.9","2023-07-09"
"505","Biz_5922","Healthcare","Berea","29","7","84435","106072","18","420","33","0.31","2024-11-03"
"506","Biz_7010","Education","Berea","34","7","33841","47558","4","457","81","1.5","2024-05-08"
"507","Biz_3814","Education","Maseru","23","4","74409","39108","8","437","81","1.84","2021-02-06"
"508","Biz_5836","Agriculture","Maseru","27","0","54432","33173","1","109","3","1.75","2025-02-18"
"509","Biz_6986","Healthcare","Berea","34","4","184556","55127","14","85","66","1.5","2024-10-12"
"510","Biz_3668","Technology","Mafeteng","26","3","74472","40614","11","435","71","1.7","2023-09-28"
"511","Biz_8617","Technology","Maseru","28","2","115347","145152","5","433","76","0.9","2024-01-30"
"512","Biz_8410","Retail","Leribe","21","6","24092","99783","5","12","18","0.43","2024-03-26"
"513","Biz_3686","Retail","Leribe","30","5","178725","53164","19","342","80","1.19","2024-06-13"
"514","Biz_9831","Technology","Berea","28","4","77564","130071","12","114","75","1.91","2023-12-01"
"515","Biz_9311","Education","Mafeteng","32","7","104060","42020","1","150","78","1.85","2025-01-09"
"516","Biz_9894","Retail","Maseru","27","6","191626","132566","14","468","78","0.79","2022-07-29"
"517","Biz_7070","Agriculture","Maseru","19","5","117571","133105","15","83","12","0.73","2023-10-08"
"518","Biz_6444","Education","Mafeteng","21","3","30207","3906","18","379","45","1.95","2025-11-07"
"519","Biz_6492","Education","Maseru","21","6","99225","44935","16","418","81","1.99","2025-05-31"
"520","Biz_8131","Retail","Berea","28","1","8336","92153","2","359","34","0.08","2023-07-26"
"521","Biz_4259","Education","Maseru","27","0","145982","100562","1","383","38","1.49","2024-02-22"
"522","Biz_6911","Agriculture","Berea","25","4","67725","116202","17","143","71","1.51","2025-03-04"
"523","Biz_2032","Technology","Mafeteng","21","6","16212","146981","18","289","16","0.88","2025-05-20"
"524","Biz_8391","Agriculture","Maseru","24","5","138885","44563","18","73","41","1.65","2022-06-16"
"525","Biz_0689","Technology","Berea","18","6","42763","8369","7","279","17","0.29","2024-09-21"
"526","Biz_6165","Healthcare","Berea","18","2","189666","83579","15","24","86","0.67","2022-03-31"
"527","Biz_9447","Healthcare","Mafeteng","28","4","146956","66308","16","20","41","1.23","2024-05-21"
"528","Biz_8778","Healthcare","Berea","32","4","17830","20163","4","195","54","1.41","2022-07-29"
"529","Biz_8638","Agriculture","Leribe","19","2","127517","115682","3","303","90","0.25","2025-09-24"
"530","Biz_2281","Healthcare","Mafeteng","26","6","71477","84341","9","420","74","1.09","2024-03-11"
"531","Biz_4005","Retail","Leribe","20","1","43982","88102","7","428","49","1.47","2024-05-14"
"532","Biz_5960","Retail","Mafeteng","22","3","110925","63659","17","33","89","1.97","2025-09-05"
"533","Biz_9776","Agriculture","Maseru","31","7","147638","77712","17","464","75","1.61","2023-06-16"
"534","Biz_6523","Retail","Berea","33","4","114035","30055","18","280","94","0.48","2025-05-07"
"535","Biz_4016","Technology","Berea","29","1","81146","9796","11","404","18","0.63","2023-01-26"
"536","Biz_1265","Retail","Berea","32","3","74146","120505","4","346","20","0.3","2021-08-22"
"537","Biz_1483","Healthcare","Maseru","19","1","119428","122649","15","262","11","1.64","2023-04-07"
"538","Biz_5370","Technology","Maseru","25","1","19567","129523","13","251","85","1.47","2021-02-08"
"539","Biz_9887","Technology","Berea","27","7","144411","36580","5","255","11","1.42","2023-11-23"
"540","Biz_1611","Agriculture","Berea","18","0","81475","29646","10","79","1","1.95","2021-03-31"
"541","Biz_5901","Technology","Maseru","33","0","87456","109729","19","326","15","1.07","2022-07-25"
"542","Biz_1317","Retail","Maseru","32","2","189472","77253","17","346","81","1.82","2023-07-19"
"543","Biz_4736","Agriculture","Leribe","19","3","159070","106770","5","387","35","0.84","2023-10-06"
"544","Biz_4653","Retail","Leribe","32","5","64930","45932","19","378","39","0.74","2021-03-14"
"545","Biz_7008","Retail","Berea","29","2","10891","123100","3","330","92","1.06","2025-11-13"
"546","Biz_0109","Healthcare","Leribe","26","5","118692","134147","2","95","35","0.91","2022-11-03"
"547","Biz_1867","Healthcare","Mafeteng","33","7","12253","90046","4","44","74","0.21","2021-11-20"
"548","Biz_6192","Retail","Maseru","27","5","86875","36709","11","178","64","1.54","2022-03-27"
"549","Biz_9009","Retail","Berea","28","1","174104","148194","15","156","49","1.36","2022-11-23"
"550","Biz_2655","Technology","Berea","29","5","176152","5043","9","459","47","0.27","2022-11-10"
"551","Biz_1581","Technology","Mafeteng","18","0","61108","92587","8","59","63","1.25","2023-09-10"
"552","Biz_2070","Education","Maseru","34","6","45860","136021","3","136","71","0.14","2025-07-24"
"553","Biz_0263","Healthcare","Berea","24","7","96770","32331","13","152","22","1.67","2024-11-24"
"554","Biz_8114","Education","Mafeteng","23","4","85088","88524","10","303","63","0.55","2023-07-22"
"555","Biz_3927","Education","Leribe","34","4","92605","88891","4","98","52","0.14","2023-11-30"
"556","Biz_7052","Retail","Berea","31","2","36059","54516","12","495","70","0.64","2024-01-01"
"557","Biz_0283","Agriculture","Leribe","22","4","197966","17882","18","378","15","0.84","2024-01-18"
"558","Biz_8035","Technology","Berea","34","5","62655","66461","9","78","88","1.26","2024-09-17"
"559","Biz_7059","Education","Leribe","21","2","49206","99471","15","203","14","1.1","2025-04-12"
"560","Biz_3449","Retail","Mafeteng","32","5","112862","6787","15","152","7","0.33","2025-10-18"
"561","Biz_0437","Healthcare","Leribe","22","1","83818","94913","8","61","9","0.84","2023-09-02"
"562","Biz_0572","Education","Leribe","19","4","114102","26333","16","244","61","0.38","2024-08-05"
"563","Biz_5670","Education","Leribe","18","2","153159","69476","19","400","92","0.09","2021-03-13"
"564","Biz_6332","Healthcare","Berea","21","5","65412","131033","10","477","95","0.92","2023-01-11"
"565","Biz_2101","Agriculture","Mafeteng","29","0","191769","40956","13","487","77","0.34","2021-12-20"
"566","Biz_7995","Agriculture","Leribe","30","2","92682","96568","7","315","55","1.36","2022-01-06"
"567","Biz_0694","Education","Berea","28","2","26911","9109","15","331","59","1.99","2023-07-28"
"568","Biz_3332","Healthcare","Leribe","27","3","42295","83089","19","402","58","0.4","2022-09-08"
"569","Biz_3586","Education","Mafeteng","27","5","38534","60606","16","398","41","0.99","2021-09-28"
"570","Biz_3584","Retail","Berea","30","7","46223","30822","13","492","74","0.4","2023-11-13"
"571","Biz_1149","Agriculture","Berea","31","0","100761","27017","1","98","47","0.05","2022-03-23"
"572","Biz_3285","Education","Berea","18","1","92064","98146","8","10","46","0.92","2025-07-22"
"573","Biz_3843","Healthcare","Maseru","23","6","121267","86838","18","450","46","1.1","2024-09-18"
"574","Biz_3952","Education","Maseru","25","1","52189","124168","11","445","47","0.34","2024-09-04"
"575","Biz_7880","Healthcare","Berea","34","7","67385","17210","5","131","15","1.92","2022-04-16"
"576","Biz_7523","Healthcare","Maseru","33","0","18100","89449","12","351","78","0.59","2022-04-25"
"577","Biz_0244","Healthcare","Leribe","21","3","130431","67560","6","92","79","1.84","2024-05-16"
"578","Biz_0702","Agriculture","Mafeteng","29","1","171682","22297","12","135","45","0.38","2023-04-22"
"579","Biz_7375","Agriculture","Mafeteng","22","3","139453","2168","5","33","90","0.92","2023-04-13"
